task,string_square_sequence,program,distinct_programs,most_frequent_program,abs_count,task_freq,rel_count
47,114103928171605011010090807060,[{'R3{l}slfR5{f}': 1}],1.0,R3{l}slfR5{f},1.0,2173.0,0.0004601932811780948
47,1141039281716050110100908172,[{'R3{l}slfR2{f}R2{r}': 2}],1.0,R3{l}slfR2{f}R2{r},2.0,2173.0,0.0009203865623561896
47,11410392817160501101009081726353,[{'R3{l}slfR2{f}R3{r}s': 1}],1.0,R3{l}slfR2{f}R3{r}s,1.0,2173.0,0.0004601932811780948
47,11410392817160501101009081726354,[{'R3{l}slfR2{f}R4{r}s': 1}],1.0,R3{l}slfR2{f}R4{r}s,1.0,2173.0,0.0004601932811780948
47,1141039281716050110100918273,[{'R3{l}slffR3{r}': 1}],1.0,R3{l}slffR3{r},1.0,2173.0,0.0004601932811780948
47,11410392817160501101019283,[{'R3{l}slfR3{r}': 1}],1.0,R3{l}slfR3{r},1.0,2173.0,0.0004601932811780948
47,1141039281716051423323,[{'lllflrrrs': 3}],1.0,lllflrrrs,3.0,2173.0,0.0013805798435342844
47,11410392817161,[{'R3{l}R2{f}': 1}],1.0,R3{l}R2{f},1.0,2173.0,0.0004601932811780948
47,1141039281716151,[{'R3{l}sff': 1}],1.0,R3{l}sff,1.0,2173.0,0.0004601932811780948
47,11410392817161514131,[{'R3{l}sR4{f}': 1}],1.0,R3{l}sR4{f},1.0,2173.0,0.0004601932811780948
47,1141039281716151413121,[{'R3{l}sR5{f}': 1}],1.0,R3{l}sR5{f},1.0,2173.0,0.0004601932811780948
47,1141039281726150110,"[{'R3{l}rR2{l}': 2, 'R3{l}rll': 1}]",2.0,R3{l}rR2{l},3.0,2173.0,0.0013805798435342844
47,114103928172615011010090,[{'R3{l}rR2{l}R2{f}': 2}],1.0,R3{l}rR2{l}R2{f},2.0,2173.0,0.0009203865623561896
47,114103928172615011010090817263,[{'R3{l}rR2{l}R2{f}R3{r}': 1}],1.0,R3{l}rR2{l}R2{f}R3{r},1.0,2173.0,0.0004601932811780948
47,11410392817261501101009081726354,[{'R3{l}rR2{l}R2{f}R3{r}rs': 1}],1.0,R3{l}rR2{l}R2{f}R3{r}rs,1.0,2173.0,0.0004601932811780948
47,1141039281726353,[{'R3{l}R2{r}sR2{l}sl': 1}],1.0,R3{l}R2{r}sR2{l}sl,1.0,2173.0,0.0004601932811780948
47,114103928271,[{'llsl': 1}],1.0,llsl,1.0,2173.0,0.0004601932811780948
47,1141039282726252,[{'R2{l}R10{R10{R10{R2{R2{R2{W!b{s}}}}}}}': 1}],1.0,R2{l}R10{R10{R10{R2{R2{R2{W!b{s}}}}}}},1.0,2173.0,0.0004601932811780948
47,1141039382716050110101928374,[{'lslllfR4{r}R2{}': 1}],1.0,lslllfR4{r}R2{},1.0,2173.0,0.0004601932811780948
47,114103938271615011010-1,[{'R3{lfl}': 1}],1.0,R3{lfl},1.0,2173.0,0.0004601932811780948
47,11410393827161514132231405,[{'lsllR2{f}fR4{r}R2{}': 1}],1.0,lsllR2{f}fR4{r}R2{},1.0,2173.0,0.0004601932811780948
47,114103938271615142332415,[{'lsllffR4{r}R2{}': 1}],1.0,lsllffR4{r}R2{},1.0,2173.0,0.0004601932811780948
47,1141039382726151,"[{'R3{lf}': 3, 'R3{ls}': 1}]",2.0,R3{lf},4.0,2173.0,0.0018407731247123793
47,11410393827261514030,[{'R4{lf}': 2}],1.0,R4{lf},2.0,2173.0,0.0009203865623561896
47,114103938272615140302-1,"[{'W!b{lf}': 2, 'W!b{R4{lf}}': 1}]",2.0,W!b{lf},3.0,2173.0,0.0013805798435342844
47,11410393827261514232,[{'R3{lf}rs': 1}],1.0,R3{lf}rs,1.0,2173.0,0.0004601932811780948
47,1141039382726151423222,[{'R3{lf}rss': 1}],1.0,R3{lf}rss,1.0,2173.0,0.0004601932811780948
47,11410393827261514232221304-15,[{'R3{lf}rssrrr': 1}],1.0,R3{lf}rssrrr,1.0,2173.0,0.0004601932811780948
47,1141039382726252,[{'lslsfsR10{s}W!y{s}': 1}],1.0,lslsfsR10{s}W!y{s},1.0,2173.0,0.0004601932811780948
47,1141039383726252,[{'R4{lff}': 2}],1.0,R4{lff},2.0,2173.0,0.0009203865623561896
47,1141039383736251,[{'lssfR2{l}': 1}],1.0,lssfR2{l},1.0,2173.0,0.0004601932811780948
47,1141039483,[{'lrl': 3}],1.0,lrl,3.0,2173.0,0.0013805798435342844
47,1141039483746354,"[{'W!b{lr}': 1, 'W!b{lr}R2{rrflsrrfffr}': 1}]",2.0,W!b{lr},2.0,2173.0,0.0009203865623561896
47,11410394847464544434231404-14,[{'W!b{lrssssff}': 1}],1.0,W!b{lrssssff},1.0,2173.0,0.0004601932811780948
47,11410394847464544434241304-14,[{'W!b{lrssssfff}': 1}],1.0,W!b{lrssssfff},1.0,2173.0,0.0004601932811780948
47,1141039485,[{'lrr': 1}],1.0,lrr,1.0,2173.0,0.0004601932811780948
47,114104,"[{'s': 83, 'f': 4, 'sW!b{}': 1, 'sR2{}': 2, 'sW!k{R2{ls}}': 1, 'sWk{}': 1}]",6.0,s,92.0,2173.0,0.04233778186838472
47,11410493,[{'sl': 3}],1.0,sl,3.0,2173.0,0.0013805798435342844
47,1141049382,"[{'sR2{l}': 15, 'sll': 2}]",2.0,sR2{l},17.0,2173.0,0.007823285780027611
47,114104938271,"[{'sR3{l}': 27, 'slll': 1}]",2.0,sR3{l},28.0,2173.0,0.012885411872986655
47,11410493827160,"[{'sR4{l}': 40, 'sR3{l}l': 2, 'sllll': 3, 'sR4{l}R3{}': 1}]",4.0,sR4{l},46.0,2173.0,0.02116889093419236
47,114104938271605-1,"[{'fW!b{l}': 1, 'sW!b{R2{l}}ffW!b{R2{r}}': 1, 'fR5{l}f': 1, 'sW!g{l}sfflffWg{r}rllllf': 1, 'sR10{l}': 2, 'sR5{l}': 2, 'sR5{l}llfl': 1, 'sR5{l}R2{r}': 1, 'sR5{l}R2{f}': 1, 'sW!b{l}': 2, 'sWk{l}': 1, 'sR5{l}ffW!k{r}': 1, 'sWk{R2{ll}}': 1, 'sWk{R2{l}}': 1, 'sR4{lll}sl': 1, 'sR5{l}f': 1, 'sR10{l}sl': 1, 'sR5{l}fR4{r}R2{}': 1, 'sW!b{l}frsR3{r}R4{l}f': 1}]",19.0,sR10{l},22.0,2173.0,0.010124252185918085
47,1141049382716050110,"[{'sR4{l}f': 33, 'sR4{l}R2{}f': 2, 'sR4{l}s': 6, 'fR4{l}f': 4, 'sllllf': 2, 'fllllf': 1}]",6.0,sR4{l}f,48.0,2173.0,0.02208927749654855
47,114104938271605011010-1,"[{'sllllslffrrrrrllllf': 1, 'sR4{l}slffR5{r}R5{l}f': 1, 'sWk{R4{l}f}': 1, 'sR4{l}sl': 1}]",4.0,sllllslffrrrrrllllf,4.0,2173.0,0.0018407731247123793
47,1141049382716050110100,"[{'sR4{l}R2{f}': 19, 'sR4{l}ff': 9, 'sR4{l}fs': 1, 'fR4{l}ff': 1, 'sR4{l}ffW!k{r}': 1, 'sllllff': 1, 'sR3{l}lR2{f}': 1}]",7.0,sR4{l}R2{f},33.0,2173.0,0.015186378278877128
47,11410493827160501101009-1,[{'W!b{sR4{l}s}': 1}],1.0,W!b{sR4{l}s},1.0,2173.0,0.0004601932811780948
47,114104938271605011010090,"[{'sR4{l}R3{f}': 24, 'sR4{l}R2{f}f': 1, 'sR4{l}fR2{f}': 9, 'sR4{l}R3{f}R2{}': 1, 'sR4{l}R3{f}R5{}': 1, 'sR4{l}fff': 4, 'fR4{l}fff': 1, 'sR4{l}fffR4{}': 1, 'fR4{l}R3{f}': 1, 'sR4{l}R2{f}fR2{}': 1}]",10.0,sR4{l}R3{f},44.0,2173.0,0.02024850437183617
47,1141049382716050110100908-1,"[{'sR4{l}R3{f}R4{l}': 1, 'sR4{l}fffR3{l}': 1, 'sR2{R4{l}R3{f}}': 1}]",3.0,sR4{l}R3{f}R4{l},3.0,2173.0,0.0013805798435342844
47,11410493827160501101009080,"[{'sR4{l}R4{f}R2{}': 1, 'sR4{l}R2{f}R2{f}': 3, 'sR4{l}ffff': 5, 'sR4{l}R4{f}R2{}R2{}': 1, 'sR4{l}R4{f}': 6, 'sR4{l}R4{f}W!b{R2{}}': 1, 'sR4{l}R2{R2{f}}': 1}]",7.0,sR4{l}R4{f},18.0,2173.0,0.008283479061205707
47,11410493827160501101009080706050110100,[{'sR4{l}R4{f}R4{f}': 1}],1.0,sR4{l}R4{f}R4{f},1.0,2173.0,0.0004601932811780948
47,114104938271605011010090807060514233241302-11,[{'sWk{R4{l}R3{fs}R4{r}}': 1}],1.0,sWk{R4{l}R3{fs}R4{r}},1.0,2173.0,0.0004601932811780948
47,11410493827160501101009080716152,"[{'sR4{l}R2{f}fR4{sr}R2{}': 1, 'sWk{R4{l}fR3{f}R4{rs}}': 1}]",2.0,sR4{l}R2{f}fR4{sr}R2{},2.0,2173.0,0.0009203865623561896
47,114104938271605011010090807162,"[{'sllllffffrr': 1, 'sR4{l}ffffR2{r}': 1, 'sR4{l}R4{f}R2{r}': 1}]",3.0,sllllffffrr,3.0,2173.0,0.0013805798435342844
47,11410493827160501101009080716253,"[{'sR4{l}R2{f}R2{f}R3{r}': 3, 'sR4{l}R4{f}R5{r}': 1, 'sR4{l}sR3{f}R4{rR2{}}': 2, 'sR4{l}sR3{f}R4{r}': 2, 'sR4{l}R3{f}sR4{r}R2{}': 1, 'sR4{l}sR3{f}R4{r}R2{}': 1, 'sR4{l}R2{f}R2{f}R4{r}': 1, 'sR4{l}R4{f}R4{r}': 2, 'sR4{l}sR3{f}R4{r}R3{l}': 1, 'sR4{l}R4{f}R3{r}': 1, 'sWk{R4{l}R3{f}sR4{r}}': 1, 'sWk{R4{l}sR3{f}R4{r}}': 1, 'sWk{R4{l}R2{fs}R4{r}}': 1, 'sWk{R4{l}sffsR4{r}}': 1, 'sR4{l}R4{f}R3{r}s': 1, 'sR4{l}sfR2{f}R4{r}R4{l}f': 2, 'sR4{l}R3{f}srR4{r}R4{l}': 1}]",17.0,sR4{l}R2{f}R2{f}R3{r},23.0,2173.0,0.01058444546709618
47,11410493827160501101009081,"[{'sR4{l}R2{f}sr': 3, 'sR4{l}R3{f}R4{}r': 1}]",2.0,sR4{l}R2{f}sr,4.0,2173.0,0.0018407731247123793
47,1141049382716050110100908171,"[{'sR4{l}fR2{f}rsR2{}': 2, 'sR4{l}fR2{f}rs': 1, 'sR4{l}R3{f}rs': 1}]",3.0,sR4{l}fR2{f}rsR2{},4.0,2173.0,0.0018407731247123793
47,114104938271605011010090817160,[{'sR4{l}fffrsl': 1}],1.0,sR4{l}fffrsl,1.0,2173.0,0.0004601932811780948
47,11410493827160501101009081716050110,[{'sR4{l}fR2{f}rslf': 1}],1.0,sR4{l}fR2{f}rslf,1.0,2173.0,0.0004601932811780948
47,11410493827160501101009081716050110100,"[{'sR4{l}fffrslff': 1, 'sR4{l}R3{f}rslR2{f}': 1}]",2.0,sR4{l}fffrslff,2.0,2173.0,0.0009203865623561896
47,1141049382716050110100908171605011010090,[{'sR4{l}fR2{f}rslfR2{f}': 1}],1.0,sR4{l}fR2{f}rslfR2{f},1.0,2173.0,0.0004601932811780948
47,114104938271605011010090817160501101009081726354,[{'sR4{l}fffrslfffR4{r}': 2}],1.0,sR4{l}fffrslfffR4{r},2.0,2173.0,0.0009203865623561896
47,11410493827160501101009081716050110100908172635443322110,[{'sR4{l}fR2{f}rslfR2{f}R4{r}R4{l}': 1}],1.0,sR4{l}fR2{f}rslfR2{f}R4{r}R4{l},1.0,2173.0,0.0004601932811780948
47,11410493827160501101009081716150110100908-1,[{'sR4{l}fffrsflR2{f}R4{l}R4{r}f': 1}],1.0,sR4{l}fffrsflR2{f}R4{l}R4{r}f,1.0,2173.0,0.0004601932811780948
47,11410493827160501101009081716152,[{'sR4{l}fR2{f}rsfrR2{f}R4{r}R4{l}f': 1}],1.0,sR4{l}fR2{f}rsfrR2{f}R4{r}R4{l}f,1.0,2173.0,0.0004601932811780948
47,11410493827160501101009081716252,[{'sWk{R4{l}R3{f}R4{rs}}': 1}],1.0,sWk{R4{l}R3{f}R4{rs}},1.0,2173.0,0.0004601932811780948
47,11410493827160501101009081716253,"[{'sR4{l}R3{f}rsR3{r}R4{l}f': 2, 'sR4{l}R3{f}rsR2{r}': 1, 'sR4{l}R3{f}rsR3{r}': 3, 'sR4{l}R3{f}rsR3{r}R5{l}f': 2, 'sR4{l}R3{f}rsR4{r}R4{l}': 2}]",5.0,sR4{l}R3{f}rsR3{r},10.0,2173.0,0.004601932811780948
47,1141049382716050110100908172,[{'sR4{l}R3{f}R2{r}': 1}],1.0,sR4{l}R3{f}R2{r},1.0,2173.0,0.0004601932811780948
47,1141049382716050110100908172615011010-1,[{'sWk{R4{l}R3{f}R2{r}}': 1}],1.0,sWk{R4{l}R3{f}R2{r}},1.0,2173.0,0.0004601932811780948
47,114104938271605011010090817263,"[{'fR4{l}fffR3{r}': 2, 'sR4{l}fR2{f}R3{r}': 1, 'sR4{l}fffR3{r}': 2}]",3.0,fR4{l}fffR3{r},5.0,2173.0,0.002300966405890474
47,11410493827160501101009081726352,[{'sR4{l}R3{f}R3{r}R3{l}': 2}],1.0,sR4{l}R3{f}R3{r}R3{l},2.0,2173.0,0.0009203865623561896
47,11410493827160501101009081726353,"[{'sR4{l}R3{f}R3{r}s': 1, 'fR4{l}fffrrrR10{s}': 1}]",2.0,sR4{l}R3{f}R3{r}s,2.0,2173.0,0.0009203865623561896
47,11410493827160501101009081726354,"[{'sR4{l}fR2{f}R4{r}': 10, 'sR4{l}R3{f}R4{r}': 25, 'sR4{l}R3{f}R4{r}R4{}': 1, 'sR4{l}R2{f}fR4{r}': 2, 'fR4{l}fffR4{r}': 1, 'sR4{l}fffR4{r}': 10, 'sR4{l}R3{f}R4{rR2{}}': 1, 'sR4{l}R3{f}R4{r}R2{}': 3, 'sllllfffrrrr': 1, 'sR4{l}fR2{f}R4{r}R2{}': 2, 'sR4{l}fffR4{r}R2{}': 1, 'sR4{l}R2{f}fR4{r}R2{}': 4, 'fR4{l}fffrrrrR10{s}': 1, 'sR4{l}sR2{f}R4{r}': 2}]",14.0,sR4{l}R3{f}R4{r},64.0,2173.0,0.02945236999539807
47,114104938271605011010090817263544332,"[{'sR4{l}R3{f}R4{r}R2{l}': 4, 'sR4{l}fR2{f}R4{r}R2{l}': 2, 'sllllfffrrrrll': 1}]",3.0,sR4{l}R3{f}R4{r}R2{l},7.0,2173.0,0.0032213529682466636
47,11410493827160501101009081726354433221,"[{'sR3{l}lfffR4{r}R4{l}f': 1, 'sR3{l}lsffR4{r}R4{l}f': 1, 'sR4{l}fffR4{r}R4{l}f': 2, 'sW!b{R4{l}fffR4{r}R2{l}}': 1, 'sR4{l}R3{f}R4{r}R4{l}': 5, 'sR4{l}fR2{f}R4{r}R3{l}W!b{f}': 1, 'sR4{l}R3{f}R4{r}R3{l}': 3, 'sR4{l}R2{f}sR4{r}R4{l}f': 1, 'sR4{l}sR2{f}R4{r}R4{l}f': 1, 'sWk{R4{l}R3{f}R4{r}}': 3, 'sWk{R4{l}R3{f}R4{r}}s': 1, 'sWk{R4{l}fR2{s}R4{r}}': 1, 'sWk{R4{l}ffsR4{r}}': 2, 'sWk{R4{l}sfsR4{r}}': 1, 'sR4{l}fR2{f}R4{r}R4{l}f': 1, 'sR4{l}R3{f}R4{r}R4{l}f': 1, 'sR4{l}R3{f}R4{r}R5{l}': 4}]",17.0,sR4{l}R3{f}R4{r}R4{l},30.0,2173.0,0.013805798435342844
47,11410493827160501101009081726354433222,"[{'sR4{l}fffR4{r}R2{l}s': 3, 'sR4{l}fffR4{r}lls': 1}]",2.0,sR4{l}fffR4{r}R2{l}s,4.0,2173.0,0.0018407731247123793
47,114104938271605011010090817263544332221100-1-1,[{'sW!b{R4{l}fffR4{r}R2{l}s}': 1}],1.0,sW!b{R4{l}fffR4{r}R2{l}s},1.0,2173.0,0.0004601932811780948
47,114104938271605011010090817263544332221101,[{'sR4{l}fffR4{r}llslf': 1}],1.0,sR4{l}fffR4{r}llslf,1.0,2173.0,0.0004601932811780948
47,1141049382716050110100908172635444,"[{'sR3{l}lfffR4{r}f': 2, 'sR4{l}R3{f}R4{r}s': 1}]",2.0,sR3{l}lfffR4{r}f,3.0,2173.0,0.0013805798435342844
47,114104938271605011010090817263544433221100-10,[{'sWk{R4{l}R3{f}R4{r}s}': 1}],1.0,sWk{R4{l}R3{f}R4{r}s},1.0,2173.0,0.0004601932811780948
47,1141049382716050110100908172635445,"[{'sR4{l}R3{f}R5{r}': 1, 'sR4{l}R3{f}R5{r}R4{l}': 1, 'sR4{l}R3{f}R5{r}R4{r}': 1, 'sR4{l}fR2{f}R5{r}': 2, 'sR4{l}fffR5{r}': 2}]",5.0,sR4{l}fR2{f}R5{r},7.0,2173.0,0.0032213529682466636
47,114104938271605011010091,"[{'sllllffr': 2, 'fllllffr': 2, 'sR4{l}R2{f}R4{}r': 3, 'sR4{l}R2{f}r': 1}]",4.0,sR4{l}R2{f}R4{}r,8.0,2173.0,0.0036815462494247586
47,11410493827160501101009181,"[{'sllllffrs': 1, 'sR4{l}R2{f}rf': 1, 'sR4{l}R2{f}rs': 1}]",3.0,sllllffrs,3.0,2173.0,0.0013805798435342844
47,1141049382716050110100918170,[{'sR4{l}ffrsl': 2}],1.0,sR4{l}ffrsl,2.0,2173.0,0.0009203865623561896
47,1141049382716050110100918171,[{'sllllffrfs': 1}],1.0,sllllffrfs,1.0,2173.0,0.0004601932811780948
47,11410493827160501101009181716050110,[{'sR4{l}R2{f}rfslf': 1}],1.0,sR4{l}R2{f}rfslf,1.0,2173.0,0.0004601932811780948
47,114104938271605011010091817160501101009-1,"[{'sR4{l}R2{f}rsflR2{f}R4{l}R4{r}f': 3, 'sR4{l}ffrsflR2{f}R4{l}R4{r}f': 1}]",2.0,sR4{l}R2{f}rsflR2{f}R4{l}R4{r}f,4.0,2173.0,0.0018407731247123793
47,11410493827160501101009181716050110100908172635445,[{'sR4{l}R2{f}rfslfR2{f}R4{r}R4{r}f': 1}],1.0,sR4{l}R2{f}rfslfR2{f}R4{r}R4{r}f,1.0,2173.0,0.0004601932811780948
47,11410493827160501101009181716150110,"[{'sllllffrfsfl': 1, 'sR4{l}R2{f}rfsfl': 1}]",2.0,sllllffrfsfl,2.0,2173.0,0.0009203865623561896
47,114104938271605011010091817161501101009081726354,[{'sllllffrfsflffrrrr': 1}],1.0,sllllffrfsflffrrrr,1.0,2173.0,0.0004601932811780948
47,11410493827160501101009181716150110100908172635443322110,[{'sR4{l}R2{f}rfsflR2{f}R4{r}R4{l}': 2}],1.0,sR4{l}R2{f}rfsflR2{f}R4{r}R4{l},2.0,2173.0,0.0009203865623561896
47,1141049382716050110100918171615011010091827364,[{'sllllffrfsflfrrrr': 1}],1.0,sllllffrfsflfrrrr,1.0,2173.0,0.0004601932811780948
47,11410493827160501101009181726253,"[{'sWk{R4{l}R2{f}R4{rs}}': 1, 'sWk{R4{l}fsR4{rs}}': 1}]",2.0,sWk{R4{l}R2{f}R4{rs}},2.0,2173.0,0.0009203865623561896
47,11410493827160501101009181726353,[{'fllllffrfrrfllffrrfl': 1}],1.0,fllllffrfrrfllffrrfl,1.0,2173.0,0.0004601932811780948
47,11410493827160501101009181726354,[{'sR4{l}R2{f}rsR3{r}': 1}],1.0,sR4{l}R2{f}rsR3{r},1.0,2173.0,0.0004601932811780948
47,11410493827160501101009181726354433221,"[{'sR4{l}R2{f}rsR3{r}R4{l}f': 1, 'sR4{l}ffrsR3{r}R4{l}f': 1, 'sR4{l}ffrsR3{r}R5{l}f': 3}]",3.0,sR4{l}ffrsR3{r}R5{l}f,5.0,2173.0,0.002300966405890474
47,1141049382716050110100918271605-1,[{'sWk{R4{l}R2{f}R2{r}}': 1}],1.0,sWk{R4{l}R2{f}R2{r}},1.0,2173.0,0.0004601932811780948
47,1141049382716050110100918272,[{'sR4{l}R2{f}R2{r}s': 1}],1.0,sR4{l}R2{f}R2{r}s,1.0,2173.0,0.0004601932811780948
47,1141049382716050110100918273,[{'sR4{l}R2{f}R3{r}': 2}],1.0,sR4{l}R2{f}R3{r},2.0,2173.0,0.0009203865623561896
47,114104938271605011010091827364,"[{'sR4{l}ffR4{r}': 1, 'sR2{}R4{l}R2{f}R4{r}': 1, 'sR4{l}R2{f}R4{r}': 1}]",3.0,sR4{l}ffR4{r},3.0,2173.0,0.0013805798435342844
47,11410493827160501101009182736453,"[{'sR4{l}ffR4{r}R4{l}f': 2, 'sWk{R4{l}R2{s}R4{r}}': 1, 'sR4{l}R2{f}R4{r}R4{l}f': 1}]",3.0,sR4{l}ffR4{r}R4{l}f,4.0,2173.0,0.0018407731247123793
47,11410493827160501101009182736454,[{'sR3{l}lffR4{r}f': 1}],1.0,sR3{l}lffR4{r}f,1.0,2173.0,0.0004601932811780948
47,11410493827160501101009182736454433221,[{'W!b{sR4{l}ssR4{r}}': 1}],1.0,W!b{sR4{l}ssR4{r}},1.0,2173.0,0.0004601932811780948
47,11410493827160501101009182736455,[{'sR4{l}ffR5{r}': 2}],1.0,sR4{l}ffR5{r},2.0,2173.0,0.0009203865623561896
47,1141049382716050110101,[{'sR4{l}fr': 2}],1.0,sR4{l}fr,2.0,2173.0,0.0009203865623561896
47,11410493827160501101019180,[{'sR4{l}frsl': 1}],1.0,sR4{l}frsl,1.0,2173.0,0.0004601932811780948
47,11410493827160501101019182736455,[{'sR4{l}frsR4{r}': 1}],1.0,sR4{l}frsR4{r},1.0,2173.0,0.0004601932811780948
47,11410493827160501101019281706-1,"[{'sWk{R4{l}fR2{r}R2{l}}': 1, 'sWk{R4{l}fR2{r}}': 1}]",2.0,sWk{R4{l}fR2{r}R2{l}},2.0,2173.0,0.0009203865623561896
47,11410493827160501101019283736353,[{'fR4{l}fR3{r}sssssfflfl': 2}],1.0,fR4{l}fR3{r}sssssfflfl,2.0,2173.0,0.0009203865623561896
47,1141049382716050110101928374,"[{'sllllfR4{r}R2{}': 1, 'sR4{l}fR4{r}R2{}': 1}]",2.0,sllllfR4{r}R2{},2.0,2173.0,0.0009203865623561896
47,114104938271605142,[{'sR4{l}R2{r}': 2}],1.0,sR4{l}R2{r},2.0,2173.0,0.0009203865623561896
47,1141049382716051423324,"[{'sR4{l}R3{}R4{r}': 1, 'sR4{l}R4{r}': 2}]",2.0,sR4{l}R4{r},3.0,2173.0,0.0013805798435342844
47,11410493827161,"[{'sR3{l}s': 56, 'sllls': 2, 'fR3{l}s': 1, 'sR3{l}f': 1, 'slllf': 1}]",5.0,sR3{l}s,61.0,2173.0,0.02807179015186378
47,1141049382716150110,"[{'sR3{l}sl': 78, 'slllsl': 12, 'fR3{l}slR2{}': 1, 'sR3{l}slR2{}': 1}]",4.0,sR3{l}sl,92.0,2173.0,0.04233778186838472
47,114104938271615011010-1,"[{'R2{slll}fR4{r}R4{l}f': 1, 'W!b{R2{slll}}fR4{r}R4{l}f': 1, 'sR3{l}sll': 1, 'sR3{l}sR2{l}': 1, 'sR3{l}sR2{l}R2{f}r': 1, 'sR3{l}slR4{l}ffR4{r}f': 1, 'sWk{R3{l}f}': 1, 'sWk{lllsll}': 1, 'sR3{l}sR2{l}R3{f}R4{r}R4{l}f': 1}]",9.0,R2{slll}fR4{r}R4{l}f,9.0,2173.0,0.0041417395306028535
47,1141049382716150110100,"[{'sR3{l}slf': 13, 'sR3{l}slfR2{}': 4, 'slllslf': 1, 'sR3{l}slfR4{}': 1}]",4.0,sR3{l}slf,19.0,2173.0,0.008743672342383801
47,114104938271615011010090,"[{'sR3{l}slff': 12, 'sR3{l}slR2{f}': 22, 'sR3{l}slR2{f}R2{}': 1, 'slllslffR2{}': 1, 'sR3{l}slffR2{}': 3, 'slllslff': 3, 'sR3{l}slffW!k{r}': 1, 'sR3{l}slR2{f}R4{}': 2}]",8.0,sR3{l}slR2{f},45.0,2173.0,0.020708697653014266
47,1141049382716150110100908-1,"[{'sR3{l}slR2{f}R4{l}R4{l}f': 2, 'sR3{l}slR2{f}R4{l}': 3, 'sR3{l}slffR4{l}ffR4{r}f': 2, 'sR3{l}slR2{f}R4{l}R4{r}f': 2, 'sR3{l}slffR4{l}R4{r}f': 2, 'sR3{l}slR2{f}R4{l}f': 3, 'sR3{l}slR2{f}R5{l}R4{r}f': 1}]",7.0,sR3{l}slR2{f}R4{l},15.0,2173.0,0.006902899217671422
47,11410493827161501101009080,"[{'slllslfff': 1, 'sR3{l}slfffR2{}': 1, 'sR3{l}slR3{f}': 6, 'sR3{l}slR2{f}fR2{}': 1}]",4.0,sR3{l}slR3{f},9.0,2173.0,0.0041417395306028535
47,114104938271615011010090807-1,"[{'sR3{l}slfR2{f}lsR3{r}R4{l}f': 1, 'sR3{l}slR3{f}R4{l}R4{r}f': 1}]",2.0,sR3{l}slfR2{f}lsR3{r}R4{l}f,2.0,2173.0,0.0009203865623561896
47,1141049382716150110100908070,[{'sR3{l}slR4{f}': 4}],1.0,sR3{l}slR4{f},4.0,2173.0,0.0018407731247123793
47,114104938271615011010090807060,[{'sR3{l}slR5{f}': 1}],1.0,sR3{l}slR5{f},1.0,2173.0,0.0004601932811780948
47,11410493827161501101009080706050110,[{'sR3{l}slffR4{f}': 1}],1.0,sR3{l}slffR4{f},1.0,2173.0,0.0004601932811780948
47,1141049382716150110100908070605011010-1,"[{'sR3{l}slR2{f}R4{f}R5{l}f': 1, 'sR3{l}slR2{f}R4{f}R4{l}f': 3}]",2.0,sR3{l}slR2{f}R4{f}R4{l}f,4.0,2173.0,0.0018407731247123793
47,11410493827161501101009080706050110100,[{'sR3{l}slfR6{f}': 1}],1.0,sR3{l}slfR6{f},1.0,2173.0,0.0004601932811780948
47,114104938271615011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080706050110100908070605011010090807060501101009080,[{'sR3{l}slW!g{f}R4{r}R4{l}f': 1}],1.0,sR3{l}slW!g{f}R4{r}R4{l}f,1.0,2173.0,0.0004601932811780948
47,114104938271615011010090807060501101009081726354,[{'sR3{l}slfR6{f}fR4{r}': 2}],1.0,sR3{l}slfR6{f}fR4{r},2.0,2173.0,0.0009203865623561896
47,114104938271615011010090807060501101009081726354433221,[{'sR3{l}slfR6{f}fR4{r}R3{l}': 1}],1.0,sR3{l}slfR6{f}fR4{r}R3{l},1.0,2173.0,0.0004601932811780948
47,114104938271615011010090807060501101009081726354433221100-1,[{'sR3{l}slfR6{f}fR4{r}W!b{l}': 2}],1.0,sR3{l}slfR6{f}fR4{r}W!b{l},2.0,2173.0,0.0009203865623561896
47,1141049382716150110100908070605011010090817263544433221100,[{'sR3{l}slfR6{f}fR4{r}fW!b{l}': 1}],1.0,sR3{l}slfR6{f}fR4{r}fW!b{l},1.0,2173.0,0.0004601932811780948
